COD_LINEA_NEGOCIO;COD_PRODUCTO;DESC_PRODUCTO;COD_CURRICULO;DESC_CURRICULO;COD_CURSO;DESC_CURSO;DESC_ABRE_CURSO;clave;COD_DIRECCION;NOM_DIRECCION;COD_CURSO_ELEC;CICLO;CANT_CREDITOS;CANT_CREDEQUIV;FECHA_CREACION;USUARIO_CREACION;FECHA_MODIFICACION;USUARIO_MODIFICACION;TOTAL CRED;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de Habiles;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de matriculados;201901-41;201902-41;201902-43;202001-44;202001-45;Total Aprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total Desaprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total retiros;201901-41;201902-41;201902-43;202001-44;202001-45;Total promedio de nota
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN317;ESTÁTICA;ESTÁTICA;43IN317;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;04;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AM134;STRATEGIC MARKETING COMMUNICATION;STRATEGIC MARKETING COMMU;43AM134;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;5/06/2019;JAGUILAR;;;3;1;2;0;1;0;2;0;6;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AM133;MARKETING STRATEGY;MARKETING STRATEGY;43AM133;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN150;SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;43IN150;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;5/06/2019;;3;385;430;0;475;0;557;2;1849;70;71;0;66;0;113;0;320;47;52;0;55;0;154;23;19;0;11;0;53;19;16;0;11;0;46;14.80392157;14.21818182;;15.50909091;;14.84373143
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN46;PROYECTO DE INVESTIGACION APLICADA 2;PROY.INVEST.APLIC. 2;43IN46;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;5;0;5/06/2019;JAGUILAR;5/06/2019;JAGUILAR;5;143;168;0;138;0;262;0;711;138;167;0;133;0;254;0;692;133;156;0;123;0;412;5;11;0;10;0;26;1;3;0;5;0;9;15.4379562;15.2037037;;15.3515625;;15.33107414
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN184;CONTROL ESTADÍSTICO DE PROCESOS;CONTROL ESTADÍSTICO DE PR;43IN184;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;5/06/2019;JAGUILAR;;;3;408;482;2;517;4;625;20;2058;35;21;0;24;0;20;0;100;25;15;0;24;0;64;10;6;0;0;0;16;8;4;0;0;0;12;15.18518519;14.64705882;;16.83333333;;15.55519245
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN342;INGENIERÍA DE MÉTODOS 1;INGENIERÍA DE MÉTODOS 1;43IN342;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;05;4;0;5/06/2019;JAGUILAR;6/06/2019;JAGUILAR;4;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN323;LOGÍSTICA INTEGRADA Y CADENA DE ABASTECIMIENTOS;LOGÍSTICA INTEGRADA Y CA;43IN323;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;5;0;5/06/2019;JAGUILAR;;;5;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN325;GESTIÓN DEL MANTENIMIENTO;GESTIÓN DEL MANTENIMIENTO;43IN325;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;09;4;0;5/06/2019;JAGUILAR;;;4;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN343;INGENIERÍA ECONÓMICA;INGENIERÍA ECONÓMICA;43IN343;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;05;4;0;5/06/2019;JAGUILAR;;;4;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN320;INGENIERÍA DE MÉTODOS 2;INGENIERÍA DE MÉTODOS 2;43IN320;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;06;4;0;5/06/2019;JAGUILAR;;;4;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN331;TALLER HERRAMIENTAS  LEAN 1;TALLER HERRAMIENTAS  LEAN;43IN331;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN332;TALLER HERRAMIENTAS LEAN 2;TALLER HERRAMIENTAS LEAN;43IN332;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN333;TOPICOS AVANZADOS DE LEAN;TOPICOS AVANZADOS DE LEAN;43IN333;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN334;PLANEAMIENTO ESTRATÉGICO;PLANEAMIENTO ESTRATÉGICO;43IN334;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN335;SISTEMAS DE INFORMACIÓN;SISTEMAS DE INFORMACIÓN;43IN335;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN336;EVALUACIÓN DE PROYECTOS;EVALUACIÓN DE PROYECTOS;43IN336;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN337;ANTROPOMETRÍA Y ERGONOMÍA;ANTROPOMETRÍA Y ERGONOMÍA;43IN337;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;5/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN344;ENFOQUE AL CLIENTE;ENFOQUE AL CLIENTE;43IN344;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN345;SIX SIGMA;SIX SIGMA;43IN345;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN158;GESTIÓN DEL CAPITAL HUMANO;GESTIÓN DEL CAPITAL HUMAN;43IN158;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;233;228;0;285;0;247;4;997;184;177;0;217;0;203;1;782;179;168;0;213;0;560;5;9;0;4;0;18;1;7;0;2;0;10;15.56830601;15.3;;17.13953488;;16.00261363
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN338;TÓPICOS AVANZADOS DE DISEÑO;TÓPICOS AVANZADOS DE DISE;43IN338;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN339;DISEÑO DE EXPERIMENTOS;DISEÑO DE EXPERIMENTOS;43IN339;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN340;INGENIERÍA DE LA CONFIABILIDAD;INGENIERÍA DE LA CONFIABI;43IN340;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN341;TÓPICOS AVANZADOS DE CALIDAD;TÓPICOS AVANZADOS DE CALI;43IN341;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN346;FUNDAMENTOS DE LEAN;FUNDAMENTOS DE LEAN;43IN346;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN347;FINANZAS;FINANZAS;43IN347;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN348;SISTEMAS INTEGRADOS DE GESTIÓN;SISTEMAS INTEGRADOS DE GE;43IN348;IN;INGENIERIA INDUSTRIAL;ELECTIVO;05;3;0;6/06/2019;JAGUILAR;14/06/2019;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU522;LA INEVITABLE GLOBALIZACIÓN;LA INEVITABLE GLOBALIZACI;41HU522;HU;HUMANIDADES;ELECTIVO;06;3;0;4/04/2019;MZAVALA;;;3;0;1454;0;1466;0;1761;5;4686;0;9;0;6;0;10;0;25;0;3;0;5;0;8;0;6;0;1;0;7;0;5;0;1;0;6;;14;;17.4;;15.7
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR240;FRANCÉS BÁSICO 2;FRANCÉS BÁSICO 2;41TR240;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;21/07/2017;JAGUILAR;;;3;20;28;0;29;0;37;0;114;2;5;0;1;0;3;0;11;0;1;0;1;0;2;2;4;0;0;0;6;2;4;0;0;0;6;;14;;14;;14
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU469;DEPORTE Y POLÍTICA;DEPORTE Y POLÍTICA;41HU469;HU;HUMANIDADES;ELECTIVO;06;3;0;2/02/2018;JAGUILAR;;;3;2023;2313;2;2413;4;2696;20;9471;8;12;0;8;0;48;0;76;6;9;0;6;0;21;2;3;0;2;0;7;2;3;0;2;0;7;15.66666667;16.33333333;;17.33333333;;16.44444444
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;DE440;AMERICAN GOVERNMENT;AMERICAN GOVERNMENT;41DE440;DE;DERECHO;ELECTIVO;06;2;0;5/07/2017;MZAVALA;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN230;ELECTIVO DE CARRERA 2;ELECTIVO DE CARRERA 2;44IN230;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;11/10/2019;MZAVALA;;;3;2920;3;0;1;0;24;1;2949;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN97;LOGÍSTICA INTEGRADA Y CADENA DE ABASTECIMIENTOS;LOGÍSTICA INTEGRADA Y CAD;42IN97;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;4;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;4;149;257;0;175;0;299;0;880;131;214;0;152;0;264;0;761;97;186;0;147;0;430;34;28;0;5;0;67;7;6;0;4;0;17;13.02419355;14.34615385;;16.40540541;;14.5919176
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN233;EX - DIRECCIÓN DE EMPRESAS;EX - DIRECCIÓN DE EMPRESA;44IN233;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN234;EX - SISTEMAS DE INFORMACIÓN;EX - SISTEMAS DE INFORMAC;44IN234;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AM133;MARKETING STRATEGY;MARKETING STRATEGY;44AM133;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AM134;STRATEGIC MARKETING COMMUNICATION;STRATEGIC MARKETING COMMU;44AM134;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;1;2;0;1;0;2;0;6;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN149;PLANEAMIENTO Y GESTIÓN DE INVENTARIOS;PLANEAMIENTO Y GESTIÓN DE;44IN149;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;346;392;0;447;0;503;2;1690;63;73;0;84;0;101;0;321;52;62;0;80;0;194;11;11;0;4;0;26;10;7;0;3;0;20;15.05660377;14.65151515;;15.39506173;;15.03439355
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN150;SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;44IN150;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;385;430;0;475;0;557;2;1849;70;71;0;66;0;113;0;320;47;52;0;55;0;154;23;19;0;11;0;53;19;16;0;11;0;46;14.80392157;14.21818182;;15.50909091;;14.84373143
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN183;ENERGÍAS RENOVABLES Y PRODUCCIÓN LIMPIA;ENERGÍAS RENO Y PRODUC LI;44IN183;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;426;507;0;526;0;638;2;2099;25;11;0;26;0;25;0;87;16;9;0;20;0;45;9;2;0;6;0;17;9;1;0;6;0;16;16.125;14.7;;16.55;;15.79166667
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN184;CONTROL ESTADÍSTICO DE PROCESOS;CONTROL ESTADÍSTICO DE PR;44IN184;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;408;482;2;517;4;625;20;2058;35;21;0;24;0;20;0;100;25;15;0;24;0;64;10;6;0;0;0;16;8;4;0;0;0;12;15.18518519;14.64705882;;16.83333333;;15.55519245
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN185;MANUFACTURA INTEGRADA POR COMPUTADOR;MANUFACTURA INTE POR COMP;44IN185;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;442;532;0;540;0;664;2;2180;12;15;0;11;0;9;0;47;4;5;0;9;0;18;8;10;0;2;0;20;5;8;0;0;0;13;12.71428571;13.28571429;;13.63636364;;13.21212121
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN187;GESTIÓN DEL TRANSPORTE Y DISTRIBUCIÓN;GESTIÓN DEL TRANS Y DISTR;44IN187;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;8/10/2019;TMONDRAG;;;3;313;334;0;444;0;505;2;1598;89;55;0;89;0;107;0;340;77;52;0;79;0;208;12;3;0;10;0;25;10;1;0;10;0;21;15.30379747;15.18518519;;16.41772152;;15.63556806
